database-frequency=0.16479275025562717
totalsites=484871165
0000000000011111101100011	213
1111101111111101011101111	12
0000000011111001111100100	10
1101100001010010101000000	1
1101110000000001000000001	15
0001000101111110010011111	2
0111100101101110111111001	4
0011111010110111111001101	1
0000001000100001000101000	33
1000010000000111010001010	2
1001101000100010011100011	15
1111101100011101001100110	3
0011000000000000011000110	2
0111011001100111111101010	119
0001011100000011011101010	7
1111111100100110001110000	23
1101110000111111111001000	104
0110000011100001000000010	18
0000110001100010001000000	30
1000011100100001001001010	1
0000011111011111111010111	164
0101100100001101011111001	3
0110100000011000011110001	62
0001011111110000011101001	16
0101100100100000100000000	103
0000000000010111100101000	11
0111101000101011001101101	17
0000011111101111101010111	93
0000000100110010100001101	45
0101100000111010001001010	4
0101111111001000011101110	5
0001000000100011110000011	18
0001100000010000110000010	8
0001001000111111111100010	18
0000001101000010110001000	2
0111100000100001111100010	211
0000001100000010111111100	5
1000101100011010010011011	14
0011000000000011110001011	43
0110011110000001101101100	37
0111100001001010100001110	10
0000010111111111111010010	106
1000110001100000001100000	18
0000000100110110011000101	194
1001110000100111101000110	174
1110111011110011111001111	80
1100000010111111111111111	18
0100110101011111101100010	16
0011100100001000000101001	3
1111110001111110011111111	5
0111100001010001101100100	5
0000010101100111001100001	7
0110000000000010001001110	13
0001000000001100011010101	23
0111100000101111011001001	44
0000000011011111101000111	350
0100110101101011111111100	1
1000100100010000000010111	20
0000000010000101011010000	76
0101010100111111011101001	10
1000010000111001101110001	26
0000001010011000001000001	8
0000011000100011001001000	284
1111111000001011101000001	9
0011110000111001011010011	9
1011101111101010011100100	1
0011000111011000011010011	89
0001000011000001100000110	12
0110011000000101110000000	37
0111111110000110111000010	5
0111100000111000101110000	19
1001010000000000000100011	172
0110101011100001101100000	1
0000000000010001100000001	12393
0101001100111001111111101	8
0010000010011010001000000	2
0111111000110011101110101	46
0001001100100001001100001	6
0001100001110011101011110	20
1000011100100101101000000	29
1000001010001010001010100	28
0111111111100011001010101	3
1111111110111111111001101	47
0111111001111011111111010	2
0101010000110111101100101	102
0100000100110101101001100	76
1011110100110111011101101	2
0011110100100010101101110	106
1110111100000000100100011	74
0010000100000111010000010	40
1000100000110000000011110	95
0110011111111111101111111	710
0000010100110100111100001	146
1000000000010011011001110	2
0000010000011001100010111	23
0111111100110010101000001	12
0001110100110001110111110	10
0000000000000111100000011	108
0111001000001000101000000	3
0101011100011011111101010	9
0000000000001011101011001	595
0110011100010001111100011	8
0001010000100010000001000	218
0000000110111101001010001	21
0011000010000001101101000	2
0110000000001000101000011	14
1110111100000100111010111	17
1111111000001011111010101	8
0101000000100110010110011	55
0000001100000001010000000	98
1000001100110110111011111	2
0001100100000010111100001	4
0000001100011000011011001	41
0100011001111111111111011	21
1000000100110111111100110	12
0001011000011010011100001	76
0000000000001100000000111	52
1000100000110000001010111	9
0101100110000011100001001	3
1011111001100001010100000	3
1000011100100101001011010	4
1001100011000010000000000	7
1111110100000000010010010	42
0100000000000000011011110	120
0010010000110111111101000	1
0000001010100100001000000	16
0000000011010010111011100	5
1111100000001001100100011	17
1111111000110000110101001	15
0011000001000110101001000	1
0110100000000010010101000	3
0101101000111000100000001	5
0101011100101011101101111	10
1111111000010001111001110	62
0111011010110011111011100	20
0111010001000010000000001	19
0000011111101111011010101	45
0011000000111010011110101	179
1100000000000101011100001	8
1101110011100011101110101	4
0000011100100011100100011	4
1110000000100001000000000	398
0100011000111100111100001	23
0101110100101010111111011	1
0111111110011111101100001	40
0100000010000011100000010	38
0000000011101110111011100	13
1110011110111010111110011	8
1000000110111111111101110	195
0100010101111000101100101	2
0111011000110011111001111	7
1110100000000101100101000	70
0000011000100111110011010	7
0111111000010111101000000	2
1001010101001011001010111	1
1001110000111111111100010	1
0011110000100010000000010	10
1111111100110011110111110	30
1111110100101110011111111	1
0001000000011000011000000	894
1011100000111010111100101	11
0101100011111011111001011	6
1100010101100101010000010	4
0110001111011110101100100	13
0000010100100111110000011	35
0011010010111111101100001	10
0000000001110101100000010	62
1111000000101000000101011	7
0111101000100000000100101	17
1111010001101011101110001	8
0001011011100111111000111	4
0101000100000101111001001	49
1000000000100111100100010	231
0100111010111110111011111	24
1110100100000111100001110	95
0111111101100001110010100	17
0000010100111011101001001	183
1010100000100011111000010	47
0110001011000011101001110	8
0000000000110011110101010	112
0110010001001111111101011	7
0100000100000000000010110	145
1110100101111011000101111	34
0000011100000110101000100	190
1000110110101111111001110	113
0101110001001101101101010	5
0100000001010011011111100	4
0111110000101000011000111	1
0011111001011111101101011	10
1111111011001111111110111	49
1000011001111111001100101	3
0111110111001101111111011	18
0010010100110000011000100	3
1111001111111011111111101	32
1110011100000101111000110	12
0000000100110111101101011	194
0111000000001010001011000	1
1111111100011010111100100	15
0011001000001000001011101	26
0000011011101010001000001	176
1000010000011111101101000	49
0000101111110001111100001	25
1101011110101111101101010	15
0010010000001000000100001	60
0111110111111011101100011	214
0111111000100001011100010	196
0011001101101111101100000	15
1000100010100011110100110	224
0100010011111000001100000	27
0111000100111000010000001	317
0101100010111101001000011	6
1111101000000011000000000	3
0010110011101111111101110	28
1111100000001000001000001	24
0111011100111110110111111	32
0111110101001000100110100	21
0111111110111111101101101	431
1000010000111010101000111	54
0101110000010010101101000	55
0101000011101010101000100	44
1110110000001010011111111	19
1010111100000001111001100	6
0011101100011000001100000	9
1111011100000010100001010	1
0001100000110011101001010	9
0000111000100010110100011	27
0111110001111111011001001	23
0101010000100101101001110	5
0000000000000011011011100	263
0110000011100111111001000	80
0001001111100000001101001	7
0000010101111111111001011	4
0111011010100111101110111	22
1111111000000000010101100	103
1110111100000001111010001	30
0111001000101100111101100	5
1000010100000101000111010	14
0000101010000011100111000	2
0111110100011110111101001	4
1111011000100011111111010	6
0111111111001111111101111	289
1100111100011001111010111	91
1100011101100111101000010	31
1000000110111000011011101	19
0000001000110010101011100	1
0001000000111110101101100	4
1011111100100011111110101	80
0000000001110010111011111	3
0000010110101101111101000	26
1111101100000001101101111	3
1000011000001000000010001	190
0111111111011010111110101	13
1110101000000001110000011	19
0001111000010000000000010	34
1010111010011110101010101	91
0101000011101111101100101	1
0111010111101111101111101	17
1100111100011101011110111	11
1111111100011000010010111	47
1111101111000010111111111	4
0000000000000100111100000	1057
0001010100111011011101101	7
0001000011111111101010100	6
0100001111011110001010101	3
0011000111111111111000111	38
1110111011011111101101101	8
0000010101100000000000010	232
0000000110100001010010110	7
0111000000000000100000010	1134
0001110111001011110111011	7
0000000100110111101100110	888
1101111010101011010101101	4
0100000001010000010100010	6
0111000011101100001101101	16
1000111100000111111001100	22
0111110000101100110110011	23
0111111011110000101100001	13
0011111100110000001101110	23
0000000111101111101011100	1329
0101011100010001001100000	1
0001111000100111001001110	28
1011110000000010000101100	112
0110011000100010100000100	14
1111011010111111011011111	19
0111110000000000010110010	35
1000111110100110111001110	33
1111111011001011111101111	58
0100000000010001000100000	137
0111111100100101110100011	32
1000011000110000010010000	47
0101011110111011000100101	37
0001100000100011111101110	46
0100100100101011111001111	2
0000011100100011110001001	21
1101010000000001101001100	28
0000010100100100101001011	19
1111111110111010101111111	21
1100111100011101001100010	8
0111000000000000010100111	4
1110100000100011101001010	2
0000111000000000001001100	23
0100100000001000001100001	185
0000011000100001000011110	82
0001100111101111111100010	41
0011100000000001001010110	3
1001011010100011101101010	25
0100000000010110011010101	58
0100000110111101011000101	130
0100011010100110111001000	15
0111111101001010101110000	6
0110001110000111101100101	19
1111101100111100101110111	27
0010100000101000100001010	22
0000011000010000111010010	13
0111111000101001100100010	2
0000000101111111111101100	337
1110011000000110000000010	39
1000111100111111101000011	89
0010000111100110011011100	22
1110000000001000010010101	5
1011111000110110101100000	1
0000010000111111111001000	276
1100011100001011111111110	42
1101110000101001001110101	2
1000010001100011000001000	2
0011110000100100010110100	6
1010011100000101010000111	63
1111110001000001011100001	2
0111100111000100101100110	9
0000000100111011111010010	91
0011111000000100010100101	12
1000111000000000100001111	5
1111110110110110111101010	1
0000010000110110101100000	7
0111111011111000011101101	12
1101110110111111101101010	28
1101100101000011111011111	6
0101100100011001001101011	30
1100011000010001101100101	1
1001110000100010001110001	11
0100010101001101111000100	1
0000000100100001111000110	796
1101000100101001100001010	7
0000010000111100001100101	70
0011011101000001101101000	5
1001001000111011101100000	22
0111111011011110101100101	37
0110101100111111111111100	10
0000011111110101101101100	12
0000000001010010110010000	16
1111111100111110011110101	3128
1000100000101001111101010	141
0000000111110011111100000	163
0011010001110101111100000	6
0000100000010010001000001	59
0100000001001111101001001	8
0001100000101000011000011	4
1001110100111001001100100	6
1010100011100011111011110	256
1100111000011010001110000	18
0011011010101011111101000	10
0000000000011000011000101	18935
0000110100000000100000010	37
0101000110111111111100110	8
0111011100111001111111111	60
1111111100010001111100001	62
1000011100001011111001100	3
1111111110111011101110111	123
1000000100110111101010110	19
0000000110111011101010000	215
0000000100110011100100001	57
0110000111111111101101111	135
0001001101000011111001000	3
0000010110000010100000000	186
0101001100100010011100000	1
0001000000101110001000101	4
0000000100011100000011001	399
0000011100100000011010100	217
1111011010011111101100010	28
0111000000101111101101001	24
0000100011100000001010010	20
1000000000100011101100110	366
0000000111111001001010011	10
1101010000101101111011110	16
0011111100000111111100010	40
0000100011111000001000010	42
0000100010010010011010101	67
0111111010011001111101011	5
0000110010100111001100000	44
0000011001000111100101110	18
0000000110010000011001110	63
0110000100011001010000001	6
0101011000010000001001110	70
0001100001100000000111100	9
0100011000100011001000000	272
0000010100101111001100101	35
0111110111100011101101011	63
0100011100000010101000100	6
0000000000100100101010111	84
1000011011000011101001110	8
0101110000110000010100000	25
0110000000101011000100100	22
0111110101101000100100101	1
0001011101100101001100100	42
1011100000011110000000000	93
0100011100110111111111110	150
0101111000110000001101001	14
0100011100000100101001000	2
0001000000100101101000010	189
0101110000000011100001000	92
1111110100000001111111101	12
0110010111000110011001100	9
0101001100001001010110000	11
1001111100000011100100101	6
1001100100001000010100001	23
1000011100011000100100011	47
0000011000100111001100111	3
1000000100000110010001110	276
1000110100000000000110100	54
1000010100110111111011100	59
1000100100111001111001011	22
1111110100111011011111011	56
0000000000111101100001110	25
0001011010000110011000000	57
0111111100111110111111101	1118
1101010100001001000010011	71
0111111011100001111100101	1
0000110101100010101000000	33
1111011000000010100100110	5
1101000000111001011000101	14
0101110100110110101100001	11
0001000100100110001000100	3
1100011000100101000000000	12
0111011110011100001100001	5
1001000000011001011011000	22
0111010001110101111110011	10
1000000000000100000000000	36829
1111111100000111000101100	52
0110010000100100101100000	15
0100011100111110111111101	119
0111100011000100001000000	31
1011111100111010111100011	2
0000000000110000000011010	109
0110000000011011101001101	76
0111111100110010101111100	5
0001001011111011001011101	4
0111111000111111101000001	3
0111110101100101011101001	9
0000010000001110101000001	21
1110111110000110110010010	6
0101111100111100011111011	2
0000000000100000100101100	208
1111101100111111110011111	1
0011100000000110101001110	1
0000011010010000000001011	159
0000000010010110010100000	164
1100000000010001100000000	194
0111111000000110001100011	13
1101010000101110101100010	38
1110010000000100110000010	1
1000111000110111110111010	32
0001000111111000010000000	5
1111110000110111101100010	6
1111000100000110000000001	10
0111100001111111001001110	32
1111111010100011101100000	30
0111100100000101101101010	11
0110001000000100010011111	15
0011101100111100001010101	33
0110000000100000001010000	603
0101010111100111111101001	222
0000010110110011111101110	35
0100010100100111111101110	33
0101111000010011101101010	23
0000111000011000110001010	28
0111100000111110001110000	9
0001011000001000100000010	4
0000000000001011111101000	81
0101100000100000010000100	149
1111110100100101111101101	16
0011000011100111101101100	25
0011100100000000110111100	1
0111101000011000110000010	2
0000011100101101101001010	1
0111001100011100011100001	20
1100011000101111011001000	9
1000000110010011101010101	17
0101011000010001111000010	1
0101000000000010101011000	99
1000011101000101100101011	24
0001011111011100111001111	91
0111100100010011101101110	6
0100010100101100001011101	12
0111100100111101101111011	20
0111110111100100100001100	14
0111111001000000100100100	27
0000010101000100110011111	1
0110110100101011101110000	6
1111000101100110001000000	37
0000011100000101011100010	65
1011100000000000000010001	219
1101011011101111111101000	45
1111100000100110000101001	8
1010010000101000011101111	13
1111110000011100011110101	75
0001000000100000101010111	1
0000000011100010010010100	476
1111100100111001010000011	13
0111111111100111101010001	21
0111110100000110011110101	54
0000000001100111011000111	17
0110001110000100001000000	12
1111110100101000111100000	27
0110110000010010001100000	12
0101011011011001111100001	7
0111110100111101111010111	53
0100100000000000100011000	1
0010000010010000100100000	3
0000011000100010101000010	258
0111111100111110110101100	3
1000000000011011111011111	951
1110111000000101101100100	56
0000001111111111111000101	372
1111111000100011111010010	26
1110011011000111111100101	64
0000011111111010111100110	2
0011000011011000011001111	141
1110111111100010110001111	31
0111100111110111111111010	21
1000011100100111100101010	96
0000011000110110111111000	23
0011000000010110000101000	35
0111111000111011111100011	313
0100000100110110110001000	12
0000010110000000000101000	18
0101010011100011100110000	3
0000000000111001111010100	5
0110010011000001101000000	14
0000011000111100011001111	105
1010010100111010010010110	9
1010100000000000100000011	32
1101101100111011101101001	8
0111111100110110111111100	6
0000011110000000011100000	9
1111101100100111101111110	36
0000111001100000000000010	36
0111011111010111101100001	32
1100000000111000000010001	29
1110011000011011001011111	81
0000000000000010011000101	1597
1000100010100111110000000	18
0100011100001010001000101	6
0111111000110000101100010	5
0101111100110111111100000	19
0111001101100010101100100	3
0111011011111011111101100	18
0001011111101011100001001	6
1111111100101101011110001	220
1111011100000111001001001	5
0000001000000010101000000	1224
0000000000110001101010110	588
0000100111111011111000000	26
1111101100100001101101111	2
0000000000000000000101011	110
0110011100111111111001010	55
0101000011100001101101110	2
0111111000101011000100000	59
1101100000100100000000000	108
1011111000010010001000010	17
0100001111100111101010100	51
0001101010000001100000000	8
0000100000100001011001100	31
1110111000111011111111010	12
1111101101101111111101011	272
0000000111011011100001001	2
0011101100000010001101000	2
1000011100100110100001010	18
1000011000000000101101000	43
0001100100101011111000110	23
1001011100100011100100000	22
1001111110101011011101111	5
0001101011000010011001001	97
0000101100100001100101111	16
1111100100110101011110000	6
1101110000111100101100011	1
1000001000000001011001010	41
0110010000100010011110000	18
0010100001000010001010000	2
1111100100100010001000100	10
0001101100110110111110001	2
1111111010000101111101010	4
0110111101100100001000000	9
1000010100100010100010111	132
1111111100011000101101110	10
0000010111011111011101101	7
0101111111100111111110001	7
1111110100100010100100100	19
1100100000000000001000000	954
0111000110101111111101010	5
0000010100000100001011100	11
1100111101100111111101011	81
0110000011100111100100000	57
0111100011000011100111010	1
0010011100000010100100000	36
1000110100110111111000111	49
0101000011001010001100000	13
0000000011000010000101000	829
0000000100011000111000000	158
1001000000000001011000010	17
0111111100110110011111001	21
0111101101111000100101110	2
1001010100100011101101110	22
1111110000001001000111000	3
0010000101111111101000011	10
0100110011001000001101000	1
0100001000011001111110101	36
0111111110111000111101000	14
1111011100001011101110000	24
0100000110000101111101000	5
1111111100010001010000100	3
0000010000010001100010011	76
0000011000010000000101010	2
0111111101101011101100001	123
0111000000101001001001000	67
0101101100110011111100010	19
0111101000100110111110001	1
0000010101000111101011100	139
1000011000010001100000100	4
0111110110100111111101100	109
0110010000000000011100001	6
0101011100011011111100001	40
0101000000100110001100001	53
0111111011101000110100111	4
0100000111100100100100000	146
0100100001100000001001000	46
0101100000100011101101101	1
0000000100001000010100001	479
1111111100001110001100010	1
0000100000101101110101000	21
0111110011010110011011111	16
0101100110110011101100011	23
0111111111110111101110011	40
0010011100100110001000000	5
0111110000000001110111010	19
1111100100111000110100001	4
1000111010000110101101100	8
1001011100000000001010000	37
1111011000010010001000010	32
1110111000110000010100001	3
1011111100011101110001001	64
0100010101111011111000000	24
1000010100001110001011111	15
0000000000001001011000100	99
0001101100111010111101011	15
1100000000100011001010101	46
0011100101111111101111111	17
0101110101111111101001000	8
1111101000110111111101100	18
0101001100110101101001001	3
1111110000100011001110001	4
0111001000000000000001001	35
0101100011001110101001001	2
0000000100110101011000010	229
0001010000111001010000011	15
0010111100110111011100111	4
0001000000011001001010110	3
0000000000000110110011101	4
1000000000100011010000010	361
1111111101111111101001000	23
0010100000000001101010001	1
1101010011100001100100100	22
0111111010001111100111100	1
0101100000000100110111000	8
0000001000011000110001000	18
0101111110100111101101110	60
0000010100000001001000010	172
0011110110000101111100000	5
0111111100111110101111101	210
1110111010100010000000000	96
1011111100110111101111110	106
0101110000110001111000100	1
1110111101111001111100000	6
0000001010100001001000000	80
1000110000011110010000010	33
0001110100111010100011101	31
0000000011111100001011001	57
0001100000011000010110001	152
1000000000000101101001110	55
0000000011000001100111110	124
1000000100101101011011111	17
0111111001111011111110100	27
0110001100011110111111100	43
0011110011101011111100000	7
0110100100011001101010010	16
1111111100011000000011111	4
0001000000011000011100111	93
0000000000110000001011011	53
1000000100011111110001111	51
1111111000110001111010110	55
0101111000100010000101001	19
1111101110100010101001000	2
1111000100100010010100000	11
0011010100000010000001000	59
0111110011101000001100101	64
1000000000000101001010100	88
0111100000010110100100000	12
0101111000110010011100001	25
1100100000100001100100111	26
0111011101000111100100000	8
1111110000000000111100101	43
1110010111000111111000000	11
0100010100111110111000100	7
1110000100111100111110010	18
0000110000000000000010111	20
1000010000100001001010011	9
1111111110101101100010111	2
0001000100001010000110000	27
0000100100101011111111011	3
0101000100100001000000010	215
1111100101101011111100101	15
0100100011100001010100100	2
1000111111011111111110111	13
0111001000010101101011110	97
0000000011000011000100100	6
0000011011101111111010001	46
1000000010010011100011111	14
0011010010000010011110001	148
1000010110111011101011001	2
0011000100111001111100010	10
0001000110101100000101001	6
0000011000001110011010101	208
0100000011101001101001110	21
1001010100111101111100111	8
0000000100111011001011110	244
0101100100011001111011001	59
0000010111100101111100010	27
0101100000101100101100000	78
1100110001101000111101101	8
1011100000011001010011101	1
0000010000110011101011100	60
0001100000000010011110101	4
1101100101111010111100011	9
0000000000011000011110100	211
0100011111101011111000000	28
0111100100001010011110001	19
1000100100001000010011111	167
0001000010111011101001001	27
0111000100011110001110101	245
0101100000011010010000000	7
0011011000011111111111001	1
0000010100010000000111101	16
0011000001100000101100000	5
1001101100000100010010110	4
1000000000010010110000110	58
1111110000001010000101000	4
0010100000000011101111101	27
0100011111101111111101101	238
0111111000100111101101100	121
1111111111001001101111111	10
0100010111000110101000000	35
0000011100110101111011110	59
0100010100111001111101000	2
0000000001111111101011111	730
1001111000111111111101101	71
0001011100100111111001000	27
0000001111000100010000001	31
1100011100101111111111000	23
0100000100001010001010000	31
1111110110100111111110100	2
1000011001010011101000010	39
0111111011111011101100011	16
0011011101111010011101000	1
0000111000000010110000000	178
1000000100101111011000010	77
0101010000011101011110111	7
1111111110111101111100011	273
1111101100100000101100001	10
0101101000101000101001000	24
0110001101000001100000000	183
0000011010000110001000000	283
1001111011111110111111111	1
0100100000001011111100000	2
0111100010001001101101111	10
0011111000010001111000001	41
0011100000100001101010101	21
0011111110010111111101010	2
1000110100100000011010011	12
1100000100100100011100111	89
0101011000000011110100110	2
1000000100101110111101011	7
1000110011110011101011110	60
1111111100001101000100001	2
0101010000011110111010101	6
0000100000011110011010001	12
0100101000101011100000001	22
1111111100011101110001111	12
1101110000000000110101010	17
0000000001100010110010100	15
0101011100110110001100000	12
0111100000011010001100001	518
0000000000100111110100011	167
0011100001000001100000000	8
0110010101100111011110111	9
0011010100110110101100000	34
1000011101100111100001110	10
1000011000100011101110110	7
1001011000100110101011110	11
1110111000110011101111010	15
0100000100011111011110101	56
0101000100111100101110001	6
0001100110100000011010001	20
0100011111100011100101000	7
0111101100001100011110111	10
0000000110011100011001100	6
0001011100111010111100000	9
0101000000011011100100000	156
1111110111100010111111110	8
1011111000101011111101000	16
1111011011100001101100000	157
0000000011011011001010101	375
0100011000000011101000001	16
1111110000111010011100100	7
0111001011011111111101001	14
0000000101110110111011000	6
0000011000011000011000101	186
0001000100100000011111011	57
1001111010000000000100000	208
1011100100010000011111011	8
0100011000000110110000001	18
1110000100001000000010000	11
0000001100111000010111001	15
0001000000110010001101001	15
0000110000000100000100001	226
0000000011111110101010000	41
0000011100110010010100000	259
0100001000001000011010110	25
1111110100001001011110111	7
0101011100000000011100001	45
0101000100111010111101001	59
0110011111111101011010101	8
1111010111000111111110110	23
0111110000001010110100001	10
1000011000000000010001100	165
0111110101100010100110000	1
0100010110111101111101001	23
1111110100111000101010011	4
0101000000100010101001101	19
1000111000111001101100101	15
1000111011010000000001000	9
0100011101000000000100010	1
0011111100101111111101101	4
0011011100100011101100100	6
0101000100011001101001000	12
0111001011011001101101001	35
0110100100111000011010001	12
0101111100110010011001011	4
0111100100111001101000100	49
0010010001000010010111000	3
0000000100011001111100001	50
0111101101111011111111001	74
0000100010100110001100000	29
0101010011100100110001000	7
0101100011001000111101000	1
1011111000000001101100000	320
0000000011110011011101000	45
1000110011000011111011110	74
0101010111000100001101000	27
0011000111111011111100011	28
0111001000000011000000001	20
1111111100100001001100010	4
0100000011111001000010001	4
1010011010000010001110011	4
0111100100101110111001001	2
0000010100000010001011011	8
0111111101101000100100010	25
0000010110111111110101111	10
0001000010110001100110110	5
1000100111001001111001011	3
0101011110101011101101100	18
0101001000101111001111111	30
0111111000000001010100011	91
1000000000001000010111110	2
0000000100110010010010000	162
1101011000000001010000010	64
0101101000111100101100000	13
0000011000100100000011000	11
0000011111000111111001010	175
0000100000011010001010000	535
0110000000001000001000101	83
0111111001110010111101011	1
0000001000110001111011110	7
1000111111010111101001110	58
0011111111000011111100010	1
0011111111000010011100000	6
0110100100001101111001010	32
0011011111101111110100011	13
0100011101100111001001110	27
0100010000100101101011111	11
1111100000011011101100001	39
0011011111100110111101101	2
0110001000000011101000000	82
0101010100100111111100101	30
0111111000011110101100011	2
